Year,County of Program Location,Primary Substance Group,Age Group,Population,Admissions,Percent
2015,Rensselaer,Other Opioids,55 and Older,160266,9,0.005615663958668714
2015,Richmond,Alcohol,18 thru 24,474558,114,0.024022353432035706
2015,Richmond,Alcohol,25 thru 34,474558,397,0.08365679221507172
2015,Richmond,Alcohol,35 thru 44,474558,515,0.10852203524121393
2015,Richmond,Alcohol,45 thru 54,474558,938,0.19765760981797798
2015,Richmond,Alcohol,55 and Older,474558,640,0.13486233505704254
2015,Richmond,Alcohol,Under 18,474558,7,0.001475056789686403
2015,Richmond,All Others,18 thru 24,474558,63,0.013275511107177626
2015,Richmond,All Others,25 thru 34,474558,122,0.025708132620248736
2015,Richmond,All Others,35 thru 44,474558,75,0.015804179889497172
2015,Richmond,All Others,45 thru 54,474558,43,0.009061063136645047
2015,Richmond,All Others,55 and Older,474558,27,0.005689504760218983
2015,Richmond,All Others,Under 18,474558,4,0.0008428895941065159
2015,Richmond,Cocaine incl Crack,18 thru 24,474558,26,0.005478782361692354
2015,Richmond,Cocaine incl Crack,25 thru 34,474558,93,0.019597183062976496
2015,Richmond,Cocaine incl Crack,35 thru 44,474558,87,0.01833284867181672
2015,Richmond,Cocaine incl Crack,45 thru 54,474558,157,0.03308341656868075
2015,Richmond,Cocaine incl Crack,55 and Older,474558,30,0.00632167195579887
2015,Richmond,Cocaine incl Crack,Under 18,474558,5,0.001053611992633145
2015,Richmond,Heroin,18 thru 24,474558,405,0.08534257140328473
2015,Richmond,Heroin,25 thru 34,474558,870,0.18332848671816723
2015,Richmond,Heroin,35 thru 44,474558,346,0.07290994989021363
2015,Richmond,Heroin,45 thru 54,474558,276,0.0581593819933496
2015,Richmond,Heroin,55 and Older,474558,101,0.02128296225118953
2015,Richmond,Heroin,Under 18,474558,7,0.001475056789686403
2015,Richmond,Marijuana incl Hashish,18 thru 24,474558,183,0.038562198930373104
2015,Richmond,Marijuana incl Hashish,25 thru 34,474558,169,0.0356120853510003
2015,Richmond,Marijuana incl Hashish,35 thru 44,474558,113,0.023811631033509077
2015,Richmond,Marijuana incl Hashish,45 thru 54,474558,40,0.00842889594106516
2015,Richmond,Marijuana incl Hashish,55 and Older,474558,14,0.002950113579372806
2015,Richmond,Marijuana incl Hashish,Under 18,474558,145,0.030554747786361202
2015,Richmond,Other Opioids,18 thru 24,474558,112,0.023600908634982445
2015,Richmond,Other Opioids,25 thru 34,474558,254,0.05352348922576376
2015,Richmond,Other Opioids,35 thru 44,474558,107,0.022547296642349304
2015,Richmond,Other Opioids,45 thru 54,474558,48,0.01011467512927819
2015,Richmond,Other Opioids,55 and Older,474558,41,0.008639618339591789
2015,Richmond,Other Opioids,Under 18,474558,6,0.001264334391159774
2015,Rockland,Alcohol,18 thru 24,326037,107,0.032818361106254815
2015,Rockland,Alcohol,25 thru 34,326037,323,0.09906851062916172
2015,Rockland,Alcohol,35 thru 44,326037,287,0.08802681904201058
2015,Rockland,Alcohol,45 thru 54,326037,523,0.16041124166889034
2015,Rockland,Alcohol,55 and Older,326037,333,0.10213564718114815
2015,Rockland,Alcohol,Under 18,326037,6,0.0018402819311918587
2015,Rockland,All Others,18 thru 24,326037,39,0.011961832552747083
2015,Rockland,All Others,25 thru 34,326037,62,0.019016246622315873
2015,Rockland,All Others,35 thru 44,326037,32,0.009814836966356578
2015,Rockland,All Others,45 thru 54,326037,15,0.004600704827979646
2015,Rockland,All Others,55 and Older,326037,17,0.005214132138376933
2015,Rockland,All Others,Under 18,326037,1,0.0003067136551986431
2015,Rockland,Cocaine incl Crack,18 thru 24,326037,13,0.00398727751758236
2015,Rockland,Cocaine incl Crack,25 thru 34,326037,42,0.012881973518343009
2015,Rockland,Cocaine incl Crack,35 thru 44,326037,47,0.014415541794336226
2015,Rockland,Cocaine incl Crack,45 thru 54,326037,47,0.014415541794336226
2015,Rockland,Cocaine incl Crack,55 and Older,326037,23,0.007054414069568792
2015,Rockland,Heroin,18 thru 24,326037,265,0.08127911862764042
2015,Rockland,Heroin,25 thru 34,326037,472,0.14476884525375952
2015,Rockland,Heroin,35 thru 44,326037,158,0.04846075752138561
2015,Rockland,Heroin,45 thru 54,326037,104,0.03189822014065888
2015,Rockland,Heroin,55 and Older,326037,26,0.00797455503516472
2015,Rockland,Heroin,Under 18,326037,2,0.0006134273103972862
2015,Rockland,Marijuana incl Hashish,18 thru 24,326037,165,0.05060775310777612
2015,Rockland,Marijuana incl Hashish,25 thru 34,326037,132,0.04048620248622089
2015,Rockland,Marijuana incl Hashish,35 thru 44,326037,50,0.015335682759932155
2015,Rockland,Marijuana incl Hashish,45 thru 54,326037,29,0.00889469600076065
2015,Rockland,Marijuana incl Hashish,55 and Older,326037,10,0.003067136551986431
2015,Rockland,Marijuana incl Hashish,Under 18,326037,57,0.017482678346322656
2015,Rockland,Other Opioids,18 thru 24,326037,62,0.019016246622315873
2015,Rockland,Other Opioids,25 thru 34,326037,125,0.03833920689983039
2015,Rockland,Other Opioids,35 thru 44,326037,41,0.012575259863144369
2015,Rockland,Other Opioids,45 thru 54,326037,41,0.012575259863144367
2015,Rockland,Other Opioids,55 and Older,326037,26,0.007974555035164721
2015,Rockland,Other Opioids,Under 18,326037,3,0.0009201409655959293
2015,Saratoga,Alcohol,18 thru 24,226249,29,0.012817736210988778
2015,Saratoga,Alcohol,25 thru 34,226249,103,0.045525063094201526
2015,Saratoga,Alcohol,35 thru 44,226249,87,0.038453208632966335
2015,Saratoga,Alcohol,45 thru 54,226249,97,0.04287311767123833
2015,Saratoga,Alcohol,55 and Older,226249,28,0.012375745307161578
2015,Saratoga,Alcohol,Under 18,226249,2,0.0008839818076543985
2015,Saratoga,All Others,18 thru 24,226249,2,0.0008839818076543985
2015,Saratoga,All Others,25 thru 34,226249,2,0.0008839818076543985
2015,Saratoga,All Others,35 thru 44,226249,2,0.0008839818076543985
2015,Saratoga,Cocaine incl Crack,18 thru 24,226249,1,0.00044199090382719924
2015,Saratoga,Cocaine incl Crack,25 thru 34,226249,6,0.0026519454229631955
2015,Saratoga,Cocaine incl Crack,35 thru 44,226249,9,0.0039779181344447925
2015,Saratoga,Cocaine incl Crack,45 thru 54,226249,12,0.005303890845926392
2015,Saratoga,Cocaine incl Crack,55 and Older,226249,1,0.00044199090382719924
2015,Saratoga,Heroin,18 thru 24,226249,32,0.014143708922470376
2015,Saratoga,Heroin,25 thru 34,226249,63,0.02784542694111355
2015,Saratoga,Heroin,35 thru 44,226249,26,0.01149176349950718
2015,Saratoga,Heroin,45 thru 54,226249,2,0.0008839818076543985
2015,Saratoga,Marijuana incl Hashish,18 thru 24,226249,24,0.010607781691852782
2015,Saratoga,Marijuana incl Hashish,25 thru 34,226249,29,0.012817736210988777
2015,Saratoga,Marijuana incl Hashish,35 thru 44,226249,8,0.003535927230617594
2015,Saratoga,Marijuana incl Hashish,45 thru 54,226249,3,0.0013259727114815977
2015,Saratoga,Marijuana incl Hashish,55 and Older,226249,2,0.0008839818076543985
2015,Saratoga,Marijuana incl Hashish,Under 18,226249,29,0.012817736210988777
2015,Saratoga,Other Opioids,18 thru 24,226249,8,0.003535927230617594
2015,Saratoga,Other Opioids,25 thru 34,226249,15,0.006629863557407989
2015,Saratoga,Other Opioids,35 thru 44,226249,11,0.0048618999420991914
2015,Saratoga,Other Opioids,45 thru 54,226249,2,0.0008839818076543985
2015,Saratoga,Other Opioids,55 and Older,226249,1,0.00044199090382719924
2015,Saratoga,Other Opioids,Under 18,226249,2,0.0008839818076543985
2015,Schenectady,Alcohol,18 thru 24,154604,143,0.09249437271998137
2015,Schenectady,Alcohol,25 thru 34,154604,504,0.32599415280329097
2015,Schenectady,Alcohol,35 thru 44,154604,457,0.2955939044267937
2015,Schenectady,Alcohol,45 thru 54,154604,659,0.42625029106620793
2015,Schenectady,Alcohol,55 and Older,154604,292,0.1888696282114305
2015,Schenectady,Alcohol,Under 18,154604,5,0.003234068976223125
2015,Schenectady,All Others,18 thru 24,154604,51,0.03298750355747587
2015,Schenectady,All Others,25 thru 34,154604,108,0.0698558898864195
2015,Schenectady,All Others,35 thru 44,154604,39,0.025225738014540377
2015,Schenectady,All Others,45 thru 54,154604,36,0.0232852966288065
2015,Schenectady,All Others,55 and Older,154604,23,0.014876717290626375
2015,Schenectady,All Others,Under 18,154604,7,0.004527696566712374
2015,Schenectady,Cocaine incl Crack,18 thru 24,154604,40,0.025872551809785
2015,Schenectady,Cocaine incl Crack,25 thru 34,154604,129,0.08343897958655662
2015,Schenectady,Cocaine incl Crack,35 thru 44,154604,146,0.09443481410571525
2015,Schenectady,Cocaine incl Crack,45 thru 54,154604,235,0.15200124188248687
2015,Schenectady,Cocaine incl Crack,55 and Older,154604,74,0.04786422084810225
2015,Schenectady,Cocaine incl Crack,Under 18,154604,2,0.0012936275904892498
2015,Schenectady,Heroin,18 thru 24,154604,888,0.574370650177227
2015,Schenectady,Heroin,25 thru 34,154604,1726,1.1164006105922228
2015,Schenectady,Heroin,35 thru 44,154604,688,0.445007891128302
2015,Schenectady,Heroin,45 thru 54,154604,386,0.24967012496442526
2015,Schenectady,Heroin,55 and Older,154604,136,0.087966676153269
2015,Schenectady,Heroin,Under 18,154604,10,0.00646813795244625
2015,Schenectady,Marijuana incl Hashish,18 thru 24,154604,208,0.134537269410882
2015,Schenectady,Marijuana incl Hashish,25 thru 34,154604,206,0.13324364182039275
2015,Schenectady,Marijuana incl Hashish,35 thru 44,154604,91,0.05886005536726087
2015,Schenectady,Marijuana incl Hashish,45 thru 54,154604,40,0.025872551809785
2015,Schenectady,Marijuana incl Hashish,55 and Older,154604,11,0.007114951747690875
2015,Schenectady,Marijuana incl Hashish,Under 18,154604,142,0.09184755892473676
2015,Schenectady,Other Opioids,18 thru 24,154604,100,0.06468137952446248
2015,Schenectady,Other Opioids,25 thru 34,154604,268,0.17334609712555954
2015,Schenectady,Other Opioids,35 thru 44,154604,102,0.06597500711495174
2015,Schenectady,Other Opioids,45 thru 54,154604,37,0.023932110424051124
2015,Schenectady,Other Opioids,55 and Older,154604,22,0.01422990349538175
2015,Schenectady,Other Opioids,Under 18,154604,7,0.004527696566712374
2015,Schoharie,Alcohol,18 thru 24,31330,13,0.04149377593360996
2015,Schoharie,Alcohol,25 thru 34,31330,26,0.08298755186721991
2015,Schoharie,Alcohol,35 thru 44,31330,16,0.051069262687519955
2015,Schoharie,Alcohol,45 thru 54,31330,22,0.07022023619533993
2015,Schoharie,Alcohol,55 and Older,31330,11,0.035110118097669965
2015,Schoharie,Alcohol,Under 18,31330,1,0.003191828917969997
2015,Schoharie,All Others,18 thru 24,31330,1,0.003191828917969997
2015,Schoharie,All Others,25 thru 34,31330,3,0.009575486753909991
2015,Schoharie,All Others,55 and Older,31330,1,0.003191828917969997
2015,Schoharie,Cocaine incl Crack,25 thru 34,31330,3,0.009575486753909991
2015,Schoharie,Cocaine incl Crack,35 thru 44,31330,2,0.006383657835939994
2015,Schoharie,Cocaine incl Crack,45 thru 54,31330,3,0.009575486753909991
2015,Schoharie,Heroin,18 thru 24,31330,7,0.022342802425789978
2015,Schoharie,Heroin,25 thru 34,31330,11,0.035110118097669965
2015,Schoharie,Heroin,35 thru 44,31330,4,0.012767315671879989
2015,Schoharie,Marijuana incl Hashish,18 thru 24,31330,12,0.038301947015639964
2015,Schoharie,Marijuana incl Hashish,25 thru 34,31330,10,0.031918289179699966
2015,Schoharie,Marijuana incl Hashish,35 thru 44,31330,2,0.006383657835939994
2015,Schoharie,Marijuana incl Hashish,45 thru 54,31330,2,0.006383657835939994
2015,Schoharie,Marijuana incl Hashish,55 and Older,31330,1,0.003191828917969997
2015,Schoharie,Marijuana incl Hashish,Under 18,31330,7,0.022342802425789978
2015,Schoharie,Other Opioids,18 thru 24,31330,4,0.012767315671879989
2015,Schoharie,Other Opioids,25 thru 34,31330,8,0.025534631343759977
2015,Schoharie,Other Opioids,35 thru 44,31330,3,0.009575486753909991
2015,Schoharie,Other Opioids,45 thru 54,31330,2,0.006383657835939994
2015,Schoharie,Other Opioids,55 and Older,31330,3,0.009575486753909991
2015,Schuyler,Alcohol,18 thru 24,18186,12,0.06598482349059716
2015,Schuyler,Alcohol,25 thru 34,18186,42,0.23094688221709006
2015,Schuyler,Alcohol,35 thru 44,18186,24,0.13196964698119432
2015,Schuyler,Alcohol,45 thru 54,18186,19,0.10447597052677883
2015,Schuyler,Alcohol,55 and Older,18186,15,0.08248102936324646
2015,Schuyler,Alcohol,Under 18,18186,2,0.010997470581766195
2015,Schuyler,All Others,18 thru 24,18186,2,0.010997470581766195
2015,Schuyler,All Others,25 thru 34,18186,10,0.05498735290883097
2015,Schuyler,All Others,35 thru 44,18186,4,0.02199494116353239
2015,Schuyler,All Others,45 thru 54,18186,1,0.005498735290883097
2015,Schuyler,Cocaine incl Crack,18 thru 24,18186,2,0.010997470581766195
2015,Schuyler,Cocaine incl Crack,25 thru 34,18186,2,0.010997470581766195
2015,Schuyler,Cocaine incl Crack,35 thru 44,18186,1,0.005498735290883097
2015,Schuyler,Heroin,18 thru 24,18186,8,0.04398988232706478
2015,Schuyler,Heroin,25 thru 34,18186,11,0.06048608819971406
2015,Schuyler,Heroin,35 thru 44,18186,1,0.005498735290883097
2015,Schuyler,Marijuana incl Hashish,18 thru 24,18186,21,0.11547344110854503
2015,Schuyler,Marijuana incl Hashish,25 thru 34,18186,12,0.06598482349059716
2015,Schuyler,Marijuana incl Hashish,35 thru 44,18186,6,0.03299241174529858
2015,Schuyler,Marijuana incl Hashish,45 thru 54,18186,2,0.010997470581766195
2015,Schuyler,Marijuana incl Hashish,Under 18,18186,5,0.027493676454415486
2015,Schuyler,Other Opioids,18 thru 24,18186,3,0.01649620587264929
2015,Schuyler,Other Opioids,25 thru 34,18186,23,0.12647091169031124
2015,Schuyler,Other Opioids,35 thru 44,18186,10,0.05498735290883097
2015,Schuyler,Other Opioids,45 thru 54,18186,4,0.02199494116353239
2015,Schuyler,Other Opioids,55 and Older,18186,3,0.01649620587264929
2015,Seneca,Alcohol,18 thru 24,34833,16,0.04593345390864984
2015,Seneca,Alcohol,25 thru 34,34833,57,0.16363792954956508
2015,Seneca,Alcohol,35 thru 44,34833,38,0.10909195303304338
2015,Seneca,Alcohol,45 thru 54,34833,60,0.17225045215743692
2015,Seneca,Alcohol,55 and Older,34833,20,0.05741681738581231
2015,Seneca,Alcohol,Under 18,34833,9,0.025837567823615536
2015,Seneca,All Others,18 thru 24,34833,4,0.01148336347716246
2015,Seneca,All Others,25 thru 34,34833,9,0.025837567823615536
2015,Seneca,All Others,35 thru 44,34833,3,0.008612522607871846
2015,Seneca,All Others,45 thru 54,34833,3,0.008612522607871846
2015,Seneca,All Others,Under 18,34833,2,0.00574168173858123
2015,Seneca,Cocaine incl Crack,18 thru 24,34833,4,0.01148336347716246
2015,Seneca,Cocaine incl Crack,25 thru 34,34833,8,0.02296672695432492
2015,Seneca,Cocaine incl Crack,35 thru 44,34833,8,0.02296672695432492
2015,Seneca,Cocaine incl Crack,45 thru 54,34833,5,0.014354204346453077
2015,Seneca,Cocaine incl Crack,55 and Older,34833,3,0.008612522607871846
2015,Seneca,Heroin,18 thru 24,34833,71,0.2038297017196337
2015,Seneca,Heroin,25 thru 34,34833,109,0.312921654752677
2015,Seneca,Heroin,35 thru 44,34833,19,0.05454597651652169
2015,Seneca,Heroin,45 thru 54,34833,6,0.01722504521574369
2015,Seneca,Heroin,55 and Older,34833,1,0.002870840869290615
2015,Seneca,Marijuana incl Hashish,18 thru 24,34833,27,0.07751270347084661
2015,Seneca,Marijuana incl Hashish,25 thru 34,34833,32,0.09186690781729968
2015,Seneca,Marijuana incl Hashish,35 thru 44,34833,9,0.025837567823615536
2015,Seneca,Marijuana incl Hashish,45 thru 54,34833,5,0.014354204346453077
2015,Seneca,Marijuana incl Hashish,55 and Older,34833,1,0.002870840869290615
2015,Seneca,Marijuana incl Hashish,Under 18,34833,54,0.15502540694169323
2015,Seneca,Other Opioids,18 thru 24,34833,16,0.04593345390864984
2015,Seneca,Other Opioids,25 thru 34,34833,25,0.07177102173226538
2015,Seneca,Other Opioids,35 thru 44,34833,7,0.020095886085034306
2015,Seneca,Other Opioids,45 thru 54,34833,4,0.01148336347716246
2015,Seneca,Other Opioids,55 and Older,34833,1,0.002870840869290615
2015,Seneca,Other Opioids,Under 18,34833,1,0.002870840869290615
2015,Steuben,Alcohol,18 thru 24,97631,66,0.06760147903842018
2015,Steuben,Alcohol,25 thru 34,97631,190,0.19461031844393686
2015,Steuben,Alcohol,35 thru 44,97631,187,0.19153752394219048
2015,Steuben,Alcohol,45 thru 54,97631,256,0.262211797482357
2015,Steuben,Alcohol,55 and Older,97631,252,0.2581147381466952
2015,Steuben,Alcohol,Under 18,97631,4,0.004097059335661829
2015,Steuben,All Others,18 thru 24,97631,15,0.015363972508731857
2015,Steuben,All Others,25 thru 34,97631,28,0.028679415349632798
2015,Steuben,All Others,35 thru 44,97631,33,0.03380073951921009
2015,Steuben,All Others,45 thru 54,97631,11,0.01126691317307003
2015,Steuben,All Others,55 and Older,97631,4,0.004097059335661829
2015,Steuben,All Others,Under 18,97631,1,0.0010242648339154573
2015,Steuben,Cocaine incl Crack,18 thru 24,97631,4,0.004097059335661829
2015,Steuben,Cocaine incl Crack,25 thru 34,97631,9,0.009218383505239115
2015,Steuben,Cocaine incl Crack,35 thru 44,97631,19,0.019461031844393687
2015,Steuben,Cocaine incl Crack,45 thru 54,97631,23,0.02355809118005552
2015,Steuben,Cocaine incl Crack,55 and Older,97631,25,0.025606620847886428
2015,Steuben,Heroin,18 thru 24,97631,75,0.07681986254365927
2015,Steuben,Heroin,25 thru 34,97631,185,0.18948899427435958
2015,Steuben,Heroin,35 thru 44,97631,61,0.06248015486884288
2015,Steuben,Heroin,45 thru 54,97631,17,0.017412502176562775
2015,Steuben,Heroin,55 and Older,97631,47,0.048140447194026485
2015,Steuben,Marijuana incl Hashish,18 thru 24,97631,61,0.062480154868842896
2015,Steuben,Marijuana incl Hashish,25 thru 34,97631,47,0.048140447194026485
2015,Steuben,Marijuana incl Hashish,35 thru 44,97631,20,0.020485296678309145
2015,Steuben,Marijuana incl Hashish,45 thru 54,97631,9,0.009218383505239116
2015,Steuben,Marijuana incl Hashish,55 and Older,97631,3,0.003072794501746372
2015,Steuben,Marijuana incl Hashish,Under 18,97631,18,0.01843676701047823
2015,Steuben,Other Opioids,18 thru 24,97631,35,0.035849269187041004
2015,Steuben,Other Opioids,25 thru 34,97631,95,0.09730515922196843
2015,Steuben,Other Opioids,35 thru 44,97631,45,0.046091917526195576
2015,Steuben,Other Opioids,45 thru 54,97631,23,0.023558091180055515
2015,Steuben,Other Opioids,55 and Older,97631,31,0.03175220985137917
2015,Suffolk,Alcohol,18 thru 24,1501587,742,0.04941438624601838
2015,Suffolk,Alcohol,25 thru 34,1501587,1784,0.11880763485565606
2015,Suffolk,Alcohol,35 thru 44,1501587,1703,0.11341334201747884
2015,Suffolk,Alcohol,45 thru 54,1501587,2507,0.16695669315197853
2015,Suffolk,Alcohol,55 and Older,1501587,1541,0.10262475634112442
2015,Suffolk,Alcohol,Under 18,1501587,115,0.007658563906054062
2015,Suffolk,All Others,18 thru 24,1501587,230,0.015317127812108124
2015,Suffolk,All Others,25 thru 34,1501587,297,0.019779073739983097
2015,Suffolk,All Others,35 thru 44,1501587,160,0.010655393260596956
2015,Suffolk,All Others,45 thru 54,1501587,85,0.005660677669692133
2015,Suffolk,All Others,55 and Older,1501587,56,0.0037293876412089343
2015,Suffolk,All Others,Under 18,1501587,45,0.0029968293545428936
2015,Suffolk,Cocaine incl Crack,18 thru 24,1501587,147,0.009789642558173451
2015,Suffolk,Cocaine incl Crack,25 thru 34,1501587,429,0.028569773179975583
2015,Suffolk,Cocaine incl Crack,35 thru 44,1501587,442,0.029435523882399086
2015,Suffolk,Cocaine incl Crack,45 thru 54,1501587,510,0.03396406601815279
2015,Suffolk,Cocaine incl Crack,55 and Older,1501587,118,0.007858352529690256
2015,Suffolk,Cocaine incl Crack,Under 18,1501587,9,0.0005993658709085787
2015,Suffolk,Heroin,18 thru 24,1501587,2177,0.14497994455199728
2015,Suffolk,Heroin,25 thru 34,1501587,4126,0.27477595370764396
2015,Suffolk,Heroin,35 thru 44,1501587,1114,0.0741881755769063
2015,Suffolk,Heroin,45 thru 54,1501587,516,0.03436364326542518
2015,Suffolk,Heroin,55 and Older,1501587,170,0.011321355339384265
2015,Suffolk,Heroin,Under 18,1501587,52,0.0034630028096940104
2015,Suffolk,Marijuana incl Hashish,18 thru 24,1501587,808,0.05380973596601462
2015,Suffolk,Marijuana incl Hashish,25 thru 34,1501587,725,0.04828225071207995
2015,Suffolk,Marijuana incl Hashish,35 thru 44,1501587,277,0.01844714958240848
2015,Suffolk,Marijuana incl Hashish,45 thru 54,1501587,118,0.007858352529690254
2015,Suffolk,Marijuana incl Hashish,55 and Older,1501587,36,0.0023974634836343147
2015,Suffolk,Marijuana incl Hashish,Under 18,1501587,515,0.03429704705754645
2015,Suffolk,Other Opioids,18 thru 24,1501587,298,0.01984566994786183
2015,Suffolk,Other Opioids,25 thru 34,1501587,725,0.04828225071207995
2015,Suffolk,Other Opioids,35 thru 44,1501587,412,0.02743763764603716
2015,Suffolk,Other Opioids,45 thru 54,1501587,201,0.013385837783624926
2015,Suffolk,Other Opioids,55 and Older,1501587,114,0.007591967698175331
2015,Suffolk,Other Opioids,Under 18,1501587,22,0.0014651165733320813
2015,Sullivan,Alcohol,18 thru 24,74877,30,0.04006570776072759
2015,Sullivan,Alcohol,25 thru 34,74877,102,0.13622340638647382
2015,Sullivan,Alcohol,35 thru 44,74877,88,0.11752607609813427
2015,Sullivan,Alcohol,45 thru 54,74877,105,0.1402299771625466
2015,Sullivan,Alcohol,55 and Older,74877,61,0.08146693911347944
2015,Sullivan,Alcohol,Under 18,74877,3,0.004006570776072759
2015,Sullivan,All Others,18 thru 24,74877,12,0.016026283104291036
2015,Sullivan,All Others,25 thru 34,74877,6,0.008013141552145518
2015,Sullivan,All Others,35 thru 44,74877,9,0.012019712328218277
2015,Sullivan,All Others,45 thru 54,74877,3,0.004006570776072759
2015,Sullivan,All Others,Under 18,74877,3,0.004006570776072759
2015,Sullivan,Cocaine incl Crack,18 thru 24,74877,10,0.013355235920242532
2015,Sullivan,Cocaine incl Crack,25 thru 34,74877,28,0.03739466057667909
2015,Sullivan,Cocaine incl Crack,35 thru 44,74877,30,0.040065707760727584
2015,Sullivan,Cocaine incl Crack,45 thru 54,74877,15,0.0200328538803638
2015,Sullivan,Cocaine incl Crack,55 and Older,74877,5,0.006677617960121266
2015,Sullivan,Cocaine incl Crack,Under 18,74877,1,0.001335523592024253
2015,Sullivan,Heroin,18 thru 24,74877,236,0.31518356771772377
2015,Sullivan,Heroin,25 thru 34,74877,222,0.2964862374293842
2015,Sullivan,Heroin,35 thru 44,74877,60,0.08013141552145518
2015,Sullivan,Heroin,45 thru 54,74877,46,0.061434085233115644
2015,Sullivan,Heroin,55 and Older,74877,5,0.006677617960121266
2015,Sullivan,Heroin,Under 18,74877,9,0.012019712328218277
2015,Sullivan,Marijuana incl Hashish,18 thru 24,74877,74,0.09882874580979473
2015,Sullivan,Marijuana incl Hashish,25 thru 34,74877,91,0.12153264687420702
2015,Sullivan,Marijuana incl Hashish,35 thru 44,74877,31,0.04140123135275185
2015,Sullivan,Marijuana incl Hashish,45 thru 54,74877,29,0.03873018416870334
2015,Sullivan,Marijuana incl Hashish,55 and Older,74877,3,0.004006570776072759
2015,Sullivan,Marijuana incl Hashish,Under 18,74877,27,0.036059136984654835
2015,Sullivan,Other Opioids,18 thru 24,74877,50,0.06677617960121265
2015,Sullivan,Other Opioids,25 thru 34,74877,78,0.10417084017789174
2015,Sullivan,Other Opioids,35 thru 44,74877,39,0.052085420088945865
2015,Sullivan,Other Opioids,45 thru 54,74877,17,0.0227039010644123
2015,Sullivan,Other Opioids,55 and Older,74877,8,0.010684188736194025
2015,Sullivan,Other Opioids,Under 18,74877,3,0.004006570776072759
2015,Tioga,Alcohol,18 thru 24,49453,11,0.022243342163266133
2015,Tioga,Alcohol,25 thru 34,49453,16,0.032353952237478015
2015,Tioga,Alcohol,35 thru 44,49453,13,0.026287586192950883
2015,Tioga,Alcohol,45 thru 54,49453,8,0.016176976118739007
2015,Tioga,Alcohol,55 and Older,49453,9,0.018199098133581382
2015,Tioga,Alcohol,Under 18,49453,2,0.004044244029684752
2015,Tioga,All Others,18 thru 24,49453,2,0.004044244029684752
2015,Tioga,All Others,25 thru 34,49453,5,0.010110610074211879
2015,Tioga,All Others,Under 18,49453,2,0.004044244029684752
2015,Tioga,Cocaine incl Crack,18 thru 24,49453,1,0.002022122014842376
2015,Tioga,Cocaine incl Crack,25 thru 34,49453,2,0.004044244029684752
2015,Tioga,Cocaine incl Crack,35 thru 44,49453,1,0.002022122014842376
2015,Tioga,Heroin,18 thru 24,49453,10,0.020221220148423757
2015,Tioga,Heroin,25 thru 34,49453,11,0.022243342163266133
2015,Tioga,Heroin,35 thru 44,49453,3,0.006066366044527127
2015,Tioga,Marijuana incl Hashish,18 thru 24,49453,7,0.014154854103896629
2015,Tioga,Marijuana incl Hashish,25 thru 34,49453,6,0.012132732089054254
2015,Tioga,Marijuana incl Hashish,35 thru 44,49453,2,0.004044244029684752
2015,Tioga,Marijuana incl Hashish,Under 18,49453,6,0.012132732089054254
2015,Tioga,Other Opioids,18 thru 24,49453,9,0.018199098133581382
2015,Tioga,Other Opioids,25 thru 34,49453,11,0.022243342163266133
2015,Tioga,Other Opioids,35 thru 44,49453,1,0.002022122014842376
2015,Tioga,Other Opioids,55 and Older,49453,1,0.002022122014842376
2015,Tompkins,Alcohol,18 thru 24,104926,56,0.053370947143701275
2015,Tompkins,Alcohol,25 thru 34,104926,105,0.10007052589443989
2015,Tompkins,Alcohol,35 thru 44,104926,77,0.07338505232258924
2015,Tompkins,Alcohol,45 thru 54,104926,56,0.053370947143701275
2015,Tompkins,Alcohol,55 and Older,104926,48,0.04574652612317252
2015,Tompkins,Alcohol,Under 18,104926,4,0.003812210510264377
2015,Tompkins,All Others,18 thru 24,104926,10,0.009530526275660943
2015,Tompkins,All Others,25 thru 34,104926,17,0.016201894668623602
2015,Tompkins,All Others,35 thru 44,104926,6,0.005718315765396565
2015,Tompkins,All Others,45 thru 54,104926,1,0.0009530526275660943
2015,Tompkins,All Others,55 and Older,104926,3,0.0028591578826982827
2015,Tompkins,All Others,Under 18,104926,7,0.006671368392962659
2015,Tompkins,Cocaine incl Crack,18 thru 24,104926,3,0.0028591578826982827
2015,Tompkins,Cocaine incl Crack,25 thru 34,104926,6,0.005718315765396565
2015,Tompkins,Cocaine incl Crack,35 thru 44,104926,8,0.007624421020528753
2015,Tompkins,Cocaine incl Crack,45 thru 54,104926,4,0.003812210510264377
2015,Tompkins,Cocaine incl Crack,55 and Older,104926,3,0.0028591578826982827
2015,Tompkins,Cocaine incl Crack,Under 18,104926,1,0.0009530526275660943
2015,Tompkins,Heroin,18 thru 24,104926,58,0.05527705239883346
2015,Tompkins,Heroin,25 thru 34,104926,128,0.12199073632846007
2015,Tompkins,Heroin,35 thru 44,104926,57,0.054323999771267374
2015,Tompkins,Heroin,45 thru 54,104926,17,0.016201894668623602
2015,Tompkins,Heroin,55 and Older,104926,4,0.003812210510264377
2015,Tompkins,Heroin,Under 18,104926,3,0.0028591578826982827
2015,Tompkins,Marijuana incl Hashish,18 thru 24,104926,56,0.053370947143701275
2015,Tompkins,Marijuana incl Hashish,25 thru 34,104926,61,0.05813621028153175
2015,Tompkins,Marijuana incl Hashish,35 thru 44,104926,26,0.02477936831671845
2015,Tompkins,Marijuana incl Hashish,45 thru 54,104926,12,0.011436631530793129
